Order_ID,Order_Date,Customer_ID,Customer_Name,Category,Product,Quantity,Unit_Price,Sales,Discount,Profit,Region,Payment_Method
ORD-10216,2025-01-25,CUST-0066,Customer 66,Furniture,Desk,1,351.17,333.61,0.05,97.35,North,Bank Transfer
ORD-10217,2025-01-25,CUST-0013,Customer 13,Electronics,Headphones,5,168.07,798.33,0.05,155.53,East,Cash
ORD-10218,2025-10-15,CUST-0096,Customer 96,Electronics,Monitor,4,391.38,1487.24,0.05,292.71,West,Bank Transfer
ORD-10219,2025-03-01,CUST-0023,Customer 23,Electronics,Smartphone,3,479.09,1293.54,0.1,264.2,North,Debit Card
ORD-10220,2025-09-10,CUST-0031,Customer 31,Furniture,Desk,7,689.06,4823.42,0.0,1474.68,North,Cash
ORD-10221,2025-09-20,CUST-0080,Customer 80,Electronics,Headphones,4,751.21,2704.36,0.1,549.35,North,Cash
ORD-10222,2025-05-04,CUST-0038,Customer 38,Electronics,Monitor,7,876.07,5519.24,0.1,1092.02,West,Bank Transfer
ORD-10223,2025-04-02,CUST-0086,Customer 86,Electronics,Headphones,6,232.84,1327.19,0.05,240.33,East,Debit Card
ORD-10224,2025-09-03,CUST-0102,Customer 102,Electronics,Keyboard,7,709.02,4466.83,0.1,912.61,North,Credit Card
ORD-10225,2025-08-30,CUST-0109,Customer 109,Electronics,Smartphone,5,258.66,1293.3,0.0,269.94,North,Mobile Banking
ORD-10226,2025-07-10,CUST-0021,Customer 21,Electronics,Headphones,4,337.57,1350.28,0.0,278.41,South,Cash
ORD-10227,2025-08-20,CUST-0099,Customer 99,Electronics,Smartphone,1,746.55,634.57,0.15,125.79,South,Bank Transfer
ORD-10228,2025-04-30,CUST-0009,Customer 9,Electronics,Laptop,1,833.56,791.88,0.05,160.24,South,Debit Card
ORD-10229,2025-08-20,CUST-0021,Customer 21,Electronics,Monitor,4,773.71,2785.36,0.1,510.13,West,Credit Card
ORD-10230,2025-12-09,CUST-0088,Customer 88,Office Supplies,Stapler,5,14.56,65.52,0.1,27.82,North,Bank Transfer
ORD-10231,2025-04-19,CUST-0051,Customer 51,Electronics,Headphones,3,39.23,94.15,0.2,17.69,South,Cash
ORD-10232,2025-01-28,CUST-0051,Customer 51,Electronics,Headphones,3,509.25,1451.36,0.05,268.62,West,Debit Card
ORD-10233,2025-12-03,CUST-0095,Customer 95,Electronics,Monitor,1,1171.79,1054.61,0.1,221.14,West,Cash
ORD-10234,2025-08-05,CUST-0119,Customer 119,Office Supplies,Notebook,6,71.98,410.29,0.05,178.99,East,Debit Card
ORD-10235,2025-06-09,CUST-0095,Customer 95,Office Supplies,File Folder,4,15.06,60.24,0.0,26.31,South,Credit Card
ORD-10236,2025-11-30,CUST-0089,Customer 89,Electronics,Headphones,2,1133.11,2266.22,0.0,467.65,West,Mobile Banking
ORD-10237,2025-05-02,CUST-0032,Customer 32,Accessories,Webcam,6,156.16,796.42,0.15,288.65,South,Bank Transfer
ORD-10238,2025-05-06,CUST-0008,Customer 8,Office Supplies,File Folder,6,59.09,319.09,0.1,134.12,East,Mobile Banking
ORD-10239,2025-10-12,CUST-0013,Customer 13,Electronics,Monitor,2,151.83,273.29,0.1,56.64,South,Mobile Banking
ORD-10240,2025-10-05,CUST-0043,Customer 43,Electronics,Monitor,5,718.66,3413.64,0.05,686.39,East,Bank Transfer
ORD-10241,2025-10-08,CUST-0101,Customer 101,Electronics,Monitor,7,214.0,1348.2,0.1,250.29,West,Bank Transfer
ORD-10242,2025-04-14,CUST-0099,Customer 99,Accessories,Phone Case,2,121.1,230.09,0.05,84.61,South,Mobile Banking
ORD-10243,2025-04-22,CUST-0013,Customer 13,Electronics,Laptop,1,676.22,676.22,0.0,126.57,South,Cash
ORD-10244,2025-01-20,CUST-0075,Customer 75,Office Supplies,Notebook,3,67.83,193.32,0.05,82.15,South,Cash
ORD-10245,2025-01-20,CUST-0010,Customer 10,Furniture,Table Lamp,6,427.34,2435.84,0.05,724.96,West,Bank Transfer
ORD-10246,2025-07-07,CUST-0057,Customer 57,Electronics,Monitor,5,134.26,604.17,0.1,118.16,South,Mobile Banking
ORD-10247,2025-02-24,CUST-0116,Customer 116,Electronics,Smartphone,4,87.04,330.75,0.05,63.51,East,Cash
ORD-10248,2025-11-15,CUST-0110,Customer 110,Accessories,Backpack,3,18.07,51.5,0.05,18.87,South,Bank Transfer
ORD-10249,2025-06-22,CUST-0100,Customer 100,Office Supplies,Pen Set,6,28.27,161.14,0.05,70.47,West,Credit Card
ORD-10250,2025-10-30,CUST-0075,Customer 75,Office Supplies,Pen Set,1,74.85,67.36,0.1,28.79,West,Cash
ORD-10251,2025-07-17,CUST-0047,Customer 47,Office Supplies,Pen Set,6,60.54,326.92,0.1,134.52,North,Credit Card
ORD-10252,2025-02-19,CUST-0003,Customer 3,Furniture,Desk,5,499.17,2246.26,0.1,656.82,South,Credit Card
ORD-10253,2025-09-02,CUST-0019,Customer 19,Accessories,USB Cable,2,154.67,309.34,0.0,117.14,West,Bank Transfer
ORD-10254,2025-03-15,CUST-0064,Customer 64,Furniture,Sofa,5,503.03,2263.64,0.1,698.34,East,Debit Card
ORD-10255,2025-04-10,CUST-0070,Customer 70,Accessories,Backpack,1,35.33,31.8,0.1,12.27,East,Cash
ORD-10256,2025-08-01,CUST-0030,Customer 30,Office Supplies,Stapler,4,6.43,25.72,0.0,11.1,East,Cash
ORD-10257,2025-12-02,CUST-0016,Customer 16,Office Supplies,Printer Paper,6,36.02,183.7,0.15,79.35,North,Bank Transfer
ORD-10258,2025-03-25,CUST-0082,Customer 82,Accessories,USB Cable,2,104.66,198.85,0.05,75.67,East,Debit Card
ORD-10259,2025-05-28,CUST-0088,Customer 88,Office Supplies,Pen Set,7,70.92,471.62,0.05,195.8,West,Credit Card
ORD-10260,2025-03-23,CUST-0069,Customer 69,Furniture,Sofa,3,515.85,1547.55,0.0,464.04,East,Credit Card
ORD-10261,2025-06-10,CUST-0050,Customer 50,Accessories,Phone Case,5,46.75,233.75,0.0,85.2,East,Credit Card
ORD-10262,2025-03-02,CUST-0098,Customer 98,Furniture,Sofa,4,514.29,2057.16,0.0,594.04,North,Debit Card
ORD-10263,2025-03-06,CUST-0074,Customer 74,Electronics,Smartphone,5,190.63,857.84,0.1,174.59,South,Debit Card
ORD-10264,2025-05-05,CUST-0039,Customer 39,Accessories,USB Cable,6,57.98,313.09,0.1,121.05,East,Debit Card
ORD-10265,2025-11-15,CUST-0049,Customer 49,Accessories,USB Cable,7,158.01,1050.77,0.05,385.89,West,Bank Transfer
ORD-10266,2025-04-02,CUST-0014,Customer 14,Office Supplies,Stapler,3,75.89,204.9,0.1,85.54,North,Debit Card
ORD-10267,2025-02-13,CUST-0097,Customer 97,Electronics,Headphones,2,609.93,1219.86,0.0,232.14,North,Mobile Banking
ORD-10268,2025-07-16,CUST-0051,Customer 51,Furniture,Bookshelf,3,166.52,474.58,0.05,143.03,West,Credit Card
ORD-10269,2025-03-13,CUST-0055,Customer 55,Furniture,Sofa,1,295.3,251.0,0.15,73.8,South,Cash
ORD-10270,2025-09-20,CUST-0080,Customer 80,Office Supplies,Stapler,3,30.96,78.95,0.15,34.34,South,Credit Card
ORD-10271,2025-06-25,CUST-0107,Customer 107,Office Supplies,File Folder,5,36.9,166.05,0.1,72.65,West,Credit Card
ORD-10272,2025-03-04,CUST-0109,Customer 109,Accessories,Backpack,7,29.06,183.08,0.1,69.63,West,Debit Card
ORD-10273,2025-11-21,CUST-0025,Customer 25,Furniture,Bookshelf,3,383.36,1035.07,0.1,293.23,South,Bank Transfer
ORD-10274,2025-09-22,CUST-0116,Customer 116,Accessories,Phone Case,6,101.02,545.51,0.1,207.6,East,Debit Card
ORD-10275,2025-08-01,CUST-0088,Customer 88,Accessories,Phone Case,2,148.91,253.15,0.15,94.74,West,Bank Transfer
ORD-10276,2025-07-09,CUST-0033,Customer 33,Electronics,Smartphone,5,518.64,2204.22,0.15,413.97,South,Debit Card
ORD-10277,2025-11-21,CUST-0108,Customer 108,Office Supplies,Notebook,3,67.97,203.91,0.0,89.53,North,Debit Card
ORD-10278,2025-02-16,CUST-0039,Customer 39,Electronics,Monitor,6,1030.49,6182.94,0.0,1143.16,East,Mobile Banking
ORD-10279,2025-10-30,CUST-0038,Customer 38,Office Supplies,Notebook,7,19.37,135.59,0.0,58.42,South,Cash
ORD-10280,2025-02-08,CUST-0009,Customer 9,Accessories,Phone Case,3,18.16,46.31,0.15,17.16,South,Mobile Banking
ORD-10281,2025-04-01,CUST-0098,Customer 98,Electronics,Headphones,6,565.92,2886.19,0.15,558.77,East,Mobile Banking
ORD-10282,2025-03-25,CUST-0113,Customer 113,Accessories,USB Cable,1,80.49,80.49,0.0,29.06,South,Credit Card
ORD-10283,2025-10-02,CUST-0073,Customer 73,Electronics,Headphones,4,46.16,147.71,0.2,27.8,East,Cash
ORD-10284,2025-10-02,CUST-0047,Customer 47,Accessories,Phone Case,4,27.36,98.5,0.1,36.82,West,Credit Card
ORD-10285,2025-11-04,CUST-0089,Customer 89,Electronics,Laptop,6,728.07,4368.42,0.0,878.06,South,Credit Card
ORD-10286,2025-09-21,CUST-0002,Customer 2,Electronics,Monitor,1,413.23,392.57,0.05,70.79,East,Bank Transfer
ORD-10287,2025-02-04,CUST-0011,Customer 11,Accessories,Phone Case,6,155.18,884.53,0.05,343.28,West,Bank Transfer
ORD-10288,2025-07-20,CUST-0061,Customer 61,Office Supplies,Notebook,1,54.53,46.35,0.15,19.17,North,Bank Transfer
ORD-10289,2025-03-17,CUST-0046,Customer 46,Office Supplies,Stapler,7,13.59,90.37,0.05,39.32,South,Bank Transfer
ORD-10290,2025-06-06,CUST-0051,Customer 51,Office Supplies,Stapler,4,55.08,220.32,0.0,95.39,West,Bank Transfer
ORD-10291,2025-07-13,CUST-0088,Customer 88,Accessories,Phone Case,2,89.34,142.94,0.2,54.59,South,Credit Card
ORD-10292,2025-09-25,CUST-0006,Customer 6,Electronics,Keyboard,2,1091.17,2182.34,0.0,427.54,North,Bank Transfer
ORD-10293,2025-05-22,CUST-0035,Customer 35,Furniture,Bookshelf,5,347.77,1564.96,0.1,459.93,North,Credit Card
ORD-10294,2025-12-19,CUST-0090,Customer 90,Electronics,Headphones,7,968.04,6098.65,0.1,1186.92,East,Credit Card
ORD-10295,2025-11-01,CUST-0041,Customer 41,Furniture,Sofa,1,106.27,100.96,0.05,29.76,North,Bank Transfer
ORD-10296,2025-11-29,CUST-0046,Customer 46,Office Supplies,Pen Set,5,33.38,158.56,0.05,67.81,West,Bank Transfer
ORD-10297,2025-08-28,CUST-0033,Customer 33,Office Supplies,Stapler,5,58.32,233.28,0.2,97.59,North,Mobile Banking
ORD-10298,2025-08-03,CUST-0049,Customer 49,Electronics,Keyboard,7,1049.13,7343.91,0.0,1395.65,North,Cash
ORD-10299,2025-08-27,CUST-0028,Customer 28,Electronics,Headphones,4,1082.88,4114.94,0.05,824.5,North,Debit Card
ORD-10300,2025-07-21,CUST-0066,Customer 66,Office Supplies,Notebook,3,48.71,146.13,0.0,61.51,South,Credit Card
ORD-10301,2025-09-16,CUST-0084,Customer 84,Office Supplies,Stapler,6,12.28,62.63,0.15,27.43,West,Debit Card
ORD-10302,2025-08-23,CUST-0065,Customer 65,Electronics,Monitor,7,703.21,4922.47,0.0,1015.55,North,Credit Card
ORD-10303,2025-10-21,CUST-0028,Customer 28,Office Supplies,Notebook,5,56.32,267.52,0.05,112.31,East,Credit Card
ORD-10304,2025-01-30,CUST-0060,Customer 60,Electronics,Smartphone,4,963.1,3274.54,0.15,603.41,East,Credit Card
ORD-10305,2025-02-17,CUST-0032,Customer 32,Furniture,Bookshelf,2,277.94,555.88,0.0,165.77,West,Debit Card
ORD-10306,2025-01-07,CUST-0068,Customer 68,Electronics,Keyboard,5,1070.86,5086.58,0.05,1044.61,North,Debit Card
ORD-10307,2025-05-06,CUST-0011,Customer 11,Office Supplies,Stapler,1,10.8,9.18,0.15,3.89,West,Cash
ORD-10308,2025-01-31,CUST-0004,Customer 4,Office Supplies,Notebook,1,13.82,13.13,0.05,5.77,East,Mobile Banking
ORD-10309,2025-06-03,CUST-0027,Customer 27,Accessories,Phone Case,6,13.32,75.92,0.05,29.24,South,Mobile Banking
ORD-10310,2025-01-30,CUST-0042,Customer 42,Electronics,Keyboard,5,1006.69,4781.78,0.05,950.41,East,Cash
ORD-10311,2025-10-12,CUST-0077,Customer 77,Accessories,Backpack,3,173.32,493.96,0.05,186.93,West,Cash
ORD-10312,2025-11-01,CUST-0013,Customer 13,Accessories,Backpack,2,36.95,73.9,0.0,26.96,East,Debit Card
ORD-10313,2025-02-20,CUST-0113,Customer 113,Accessories,Webcam,5,66.9,334.5,0.0,120.76,East,Cash
ORD-10314,2025-10-07,CUST-0099,Customer 99,Electronics,Monitor,5,760.83,3613.94,0.05,715.37,North,Mobile Banking
ORD-10315,2025-06-01,CUST-0019,Customer 19,Accessories,Backpack,5,133.7,668.5,0.0,243.62,North,Cash
ORD-10316,2025-04-27,CUST-0098,Customer 98,Accessories,USB Cable,3,68.8,196.08,0.05,76.25,South,Mobile Banking
ORD-10317,2025-07-03,CUST-0020,Customer 20,Furniture,Sofa,1,617.65,525.0,0.15,160.41,East,Debit Card
ORD-10318,2025-11-04,CUST-0096,Customer 96,Accessories,Phone Case,6,109.26,622.78,0.05,237.54,North,Mobile Banking
ORD-10319,2025-08-30,CUST-0081,Customer 81,Furniture,Office Chair,3,629.28,1793.45,0.05,532.11,East,Cash
ORD-10320,2025-02-17,CUST-0073,Customer 73,Accessories,USB Cable,4,8.54,30.74,0.1,11.71,West,Mobile Banking
ORD-10321,2025-11-21,CUST-0013,Customer 13,Electronics,Headphones,7,761.25,4529.44,0.15,948.58,West,Bank Transfer
ORD-10322,2025-02-23,CUST-0010,Customer 10,Electronics,Headphones,2,768.24,1382.83,0.1,256.39,North,Mobile Banking
ORD-10323,2025-08-10,CUST-0047,Customer 47,Electronics,Laptop,3,1197.44,3233.09,0.1,598.59,East,Mobile Banking
ORD-10324,2025-02-06,CUST-0001,Customer 1,Office Supplies,Notebook,7,14.0,88.2,0.1,36.77,West,Credit Card
ORD-10325,2025-02-04,CUST-0066,Customer 66,Office Supplies,Stapler,7,9.82,65.3,0.05,28.58,West,Cash
ORD-10326,2025-12-21,CUST-0072,Customer 72,Furniture,Bookshelf,3,453.5,1224.45,0.1,353.95,North,Bank Transfer
ORD-10327,2025-05-25,CUST-0119,Customer 119,Electronics,Smartphone,2,958.56,1725.41,0.1,359.74,South,Debit Card
ORD-10328,2025-10-17,CUST-0039,Customer 39,Furniture,Table Lamp,3,568.33,1449.24,0.15,431.65,East,Bank Transfer
ORD-10329,2025-08-21,CUST-0030,Customer 30,Office Supplies,Notebook,5,5.59,27.95,0.0,11.95,North,Credit Card
ORD-10330,2025-01-10,CUST-0100,Customer 100,Office Supplies,Printer Paper,6,8.53,46.06,0.1,19.93,West,Cash
ORD-10331,2025-07-24,CUST-0059,Customer 59,Electronics,Monitor,7,871.77,5797.27,0.05,1189.84,South,Debit Card
ORD-10332,2025-12-27,CUST-0076,Customer 76,Accessories,USB Cable,1,62.62,62.62,0.0,23.46,South,Debit Card
ORD-10333,2025-12-09,CUST-0088,Customer 88,Electronics,Laptop,2,573.69,1090.01,0.05,198.15,West,Bank Transfer
ORD-10334,2025-03-06,CUST-0107,Customer 107,Accessories,Backpack,3,105.18,268.21,0.15,100.0,South,Mobile Banking
ORD-10335,2025-07-17,CUST-0112,Customer 112,Furniture,Office Chair,4,482.34,1929.36,0.0,595.65,North,Credit Card
ORD-10336,2025-04-30,CUST-0055,Customer 55,Accessories,Backpack,2,31.93,63.86,0.0,23.23,North,Credit Card
ORD-10337,2025-09-30,CUST-0068,Customer 68,Electronics,Headphones,7,1134.18,7939.26,0.0,1554.01,East,Cash
ORD-10338,2025-04-11,CUST-0118,Customer 118,Accessories,Backpack,7,94.07,625.57,0.05,235.38,South,Mobile Banking
ORD-10339,2025-01-13,CUST-0082,Customer 82,Electronics,Monitor,5,991.06,4212.0,0.15,857.73,North,Mobile Banking
ORD-10340,2025-04-10,CUST-0109,Customer 109,Office Supplies,Notebook,7,49.8,348.6,0.0,151.96,East,Cash
ORD-10341,2025-11-22,CUST-0108,Customer 108,Office Supplies,Stapler,4,33.43,120.35,0.1,52.23,West,Bank Transfer
ORD-10342,2025-01-13,CUST-0057,Customer 57,Electronics,Headphones,1,156.03,148.23,0.05,29.94,North,Debit Card
ORD-10343,2025-04-12,CUST-0024,Customer 24,Electronics,Keyboard,2,47.71,95.42,0.0,18.85,North,Mobile Banking
ORD-10344,2025-09-25,CUST-0054,Customer 54,Furniture,Office Chair,4,36.65,139.27,0.05,39.15,West,Debit Card
ORD-10345,2025-04-29,CUST-0028,Customer 28,Office Supplies,Stapler,7,19.93,139.51,0.0,57.8,South,Bank Transfer
ORD-10346,2025-06-11,CUST-0037,Customer 37,Electronics,Laptop,6,536.72,3059.3,0.05,611.08,East,Debit Card
ORD-10347,2025-05-06,CUST-0012,Customer 12,Electronics,Laptop,3,804.03,2291.49,0.05,420.77,East,Credit Card
ORD-10348,2025-08-05,CUST-0120,Customer 120,Furniture,Office Chair,5,296.66,1409.14,0.05,434.06,North,Bank Transfer
ORD-10349,2025-07-24,CUST-0079,Customer 79,Electronics,Monitor,4,581.73,2326.92,0.0,421.79,North,Bank Transfer
ORD-10350,2025-11-27,CUST-0015,Customer 15,Furniture,Table Lamp,4,550.54,2202.16,0.0,634.73,East,Debit Card
ORD-10351,2025-10-28,CUST-0083,Customer 83,Accessories,Backpack,3,176.84,503.99,0.05,182.85,East,Cash
ORD-10352,2025-02-18,CUST-0047,Customer 47,Office Supplies,Notebook,4,28.98,104.33,0.1,44.22,East,Credit Card
ORD-10353,2025-08-29,CUST-0114,Customer 114,Office Supplies,Printer Paper,5,41.29,206.45,0.0,90.56,North,Debit Card
ORD-10354,2025-01-15,CUST-0096,Customer 96,Electronics,Smartphone,5,1140.16,4560.64,0.2,872.78,South,Debit Card
ORD-10355,2025-08-11,CUST-0094,Customer 94,Furniture,Sofa,3,141.05,401.99,0.05,122.09,East,Cash
ORD-10356,2025-11-29,CUST-0050,Customer 50,Accessories,USB Cable,3,75.4,203.58,0.1,78.73,West,Mobile Banking
ORD-10357,2025-03-31,CUST-0062,Customer 62,Furniture,Bookshelf,1,176.81,167.97,0.05,47.44,East,Debit Card
ORD-10358,2025-04-18,CUST-0115,Customer 115,Accessories,Phone Case,5,164.16,697.68,0.15,252.0,North,Debit Card
ORD-10359,2025-12-28,CUST-0008,Customer 8,Accessories,Webcam,6,131.55,789.3,0.0,292.66,East,Credit Card
ORD-10360,2025-12-08,CUST-0093,Customer 93,Electronics,Smartphone,6,733.6,3741.36,0.15,697.64,West,Cash
ORD-10361,2025-08-04,CUST-0042,Customer 42,Electronics,Headphones,4,234.02,889.28,0.05,165.19,South,Bank Transfer
ORD-10362,2025-12-30,CUST-0013,Customer 13,Electronics,Keyboard,5,164.24,821.2,0.0,162.65,East,Debit Card
ORD-10363,2025-04-03,CUST-0071,Customer 71,Accessories,Backpack,1,117.3,117.3,0.0,45.63,East,Credit Card
ORD-10364,2025-07-25,CUST-0017,Customer 17,Furniture,Desk,2,694.94,1320.39,0.05,386.59,South,Cash
ORD-10365,2025-02-27,CUST-0026,Customer 26,Accessories,Backpack,5,175.59,877.95,0.0,320.28,North,Credit Card
ORD-10366,2025-10-05,CUST-0098,Customer 98,Electronics,Laptop,5,289.25,1373.94,0.05,258.88,West,Mobile Banking
ORD-10367,2025-10-09,CUST-0115,Customer 115,Furniture,Table Lamp,3,126.36,360.13,0.05,101.88,South,Bank Transfer
ORD-10368,2025-10-06,CUST-0106,Customer 106,Furniture,Table Lamp,4,363.35,1453.4,0.0,424.78,North,Mobile Banking
ORD-10369,2025-11-20,CUST-0015,Customer 15,Office Supplies,Stapler,3,42.03,119.79,0.05,49.79,West,Bank Transfer
ORD-10370,2025-01-24,CUST-0024,Customer 24,Office Supplies,File Folder,2,66.51,126.37,0.05,53.85,North,Cash
ORD-10371,2025-12-17,CUST-0053,Customer 53,Furniture,Sofa,6,386.45,2086.83,0.1,643.08,South,Bank Transfer
ORD-10372,2025-11-13,CUST-0084,Customer 84,Office Supplies,File Folder,3,70.97,212.91,0.0,92.46,West,Mobile Banking
ORD-10373,2025-12-09,CUST-0058,Customer 58,Office Supplies,Notebook,2,72.0,122.4,0.15,52.93,East,Credit Card
ORD-10374,2025-02-16,CUST-0118,Customer 118,Electronics,Headphones,4,1182.21,4255.96,0.1,843.55,North,Credit Card
ORD-10375,2025-07-21,CUST-0032,Customer 32,Furniture,Desk,3,210.24,599.18,0.05,180.91,West,Debit Card
ORD-10376,2025-11-20,CUST-0048,Customer 48,Furniture,Office Chair,4,453.55,1814.2,0.0,531.92,North,Credit Card
ORD-10377,2025-10-19,CUST-0081,Customer 81,Office Supplies,Pen Set,1,37.56,37.56,0.0,16.32,East,Mobile Banking
ORD-10378,2025-06-16,CUST-0057,Customer 57,Accessories,Mouse,1,13.31,13.31,0.0,5.13,South,Cash
ORD-10379,2025-12-03,CUST-0063,Customer 63,Accessories,USB Cable,1,133.05,119.75,0.1,43.3,North,Credit Card
ORD-10380,2025-02-01,CUST-0096,Customer 96,Furniture,Table Lamp,4,287.52,1150.08,0.0,327.58,West,Debit Card
ORD-10381,2025-07-08,CUST-0119,Customer 119,Office Supplies,Printer Paper,4,46.04,174.95,0.05,73.27,North,Credit Card
ORD-10382,2025-07-12,CUST-0069,Customer 69,Furniture,Sofa,3,353.12,1059.36,0.0,297.84,South,Mobile Banking
ORD-10383,2025-02-12,CUST-0074,Customer 74,Accessories,USB Cable,1,35.05,33.3,0.05,12.7,West,Mobile Banking
ORD-10384,2025-04-24,CUST-0016,Customer 16,Furniture,Bookshelf,7,637.08,4459.56,0.0,1292.29,West,Credit Card
ORD-10385,2025-11-27,CUST-0005,Customer 5,Furniture,Sofa,3,305.81,779.82,0.15,231.67,West,Bank Transfer
ORD-10386,2025-02-02,CUST-0062,Customer 62,Electronics,Headphones,2,533.5,960.3,0.1,192.09,South,Cash
ORD-10387,2025-07-01,CUST-0007,Customer 7,Accessories,Phone Case,7,27.98,176.27,0.1,64.59,North,Cash
ORD-10388,2025-11-15,CUST-0074,Customer 74,Electronics,Smartphone,1,1176.93,1176.93,0.0,228.84,North,Debit Card
ORD-10389,2025-11-14,CUST-0041,Customer 41,Accessories,Webcam,5,40.65,182.92,0.1,70.22,North,Cash
ORD-10390,2025-09-23,CUST-0098,Customer 98,Electronics,Headphones,1,894.69,805.22,0.1,155.82,South,Debit Card
ORD-10391,2025-06-06,CUST-0111,Customer 111,Office Supplies,Pen Set,6,8.26,47.08,0.05,19.73,East,Cash
ORD-10392,2025-11-05,CUST-0034,Customer 34,Electronics,Smartphone,6,1158.89,6953.34,0.0,1319.18,North,Credit Card
ORD-10393,2025-09-15,CUST-0029,Customer 29,Furniture,Bookshelf,4,664.31,2657.24,0.0,811.4,East,Mobile Banking
ORD-10394,2025-09-05,CUST-0022,Customer 22,Office Supplies,File Folder,4,56.99,205.16,0.1,87.76,North,Bank Transfer
ORD-10395,2025-05-17,CUST-0036,Customer 36,Office Supplies,Notebook,3,76.73,218.68,0.05,90.71,South,Credit Card
ORD-10396,2025-02-23,CUST-0050,Customer 50,Furniture,Bookshelf,3,626.34,1879.02,0.0,536.99,East,Cash
ORD-10397,2025-09-05,CUST-0092,Customer 92,Furniture,Office Chair,1,396.41,356.77,0.1,103.1,North,Credit Card
ORD-10398,2025-02-16,CUST-0063,Customer 63,Accessories,Phone Case,1,44.88,44.88,0.0,17.17,West,Mobile Banking
ORD-10399,2025-11-14,CUST-0058,Customer 58,Furniture,Bookshelf,1,480.82,480.82,0.0,135.33,South,Debit Card
ORD-10400,2025-06-13,CUST-0059,Customer 59,Accessories,USB Cable,7,101.61,711.27,0.0,264.23,North,Mobile Banking
ORD-10401,2025-07-28,CUST-0073,Customer 73,Furniture,Bookshelf,5,421.58,2002.5,0.05,604.62,West,Credit Card
ORD-10402,2025-12-04,CUST-0056,Customer 56,Accessories,Backpack,3,86.15,232.6,0.1,88.98,West,Debit Card
ORD-10403,2025-09-09,CUST-0107,Customer 107,Furniture,Desk,5,555.27,2637.53,0.05,778.07,West,Mobile Banking
ORD-10404,2025-09-17,CUST-0086,Customer 86,Office Supplies,File Folder,7,7.33,48.74,0.05,20.09,East,Credit Card
ORD-10405,2025-05-01,CUST-0001,Customer 1,Office Supplies,Printer Paper,6,15.28,91.68,0.0,40.15,South,Cash
ORD-10406,2025-04-19,CUST-0047,Customer 47,Office Supplies,Pen Set,4,37.36,127.02,0.15,55.86,West,Cash
ORD-10407,2025-01-23,CUST-0025,Customer 25,Furniture,Desk,5,527.5,2637.5,0.0,748.58,North,Bank Transfer
ORD-10408,2025-06-26,CUST-0106,Customer 106,Electronics,Smartphone,2,1130.82,1922.39,0.15,397.79,North,Mobile Banking
ORD-10409,2025-04-28,CUST-0005,Customer 5,Accessories,Backpack,2,160.11,304.21,0.05,114.43,South,Credit Card
ORD-10410,2025-10-12,CUST-0111,Customer 111,Electronics,Laptop,5,508.03,2286.14,0.1,453.7,West,Bank Transfer
ORD-10411,2025-05-14,CUST-0108,Customer 108,Electronics,Keyboard,2,373.72,710.07,0.05,141.76,South,Mobile Banking
ORD-10412,2025-05-02,CUST-0010,Customer 10,Office Supplies,Pen Set,7,11.11,77.77,0.0,33.01,West,Mobile Banking
ORD-10413,2025-04-28,CUST-0015,Customer 15,Electronics,Headphones,6,1152.84,6225.34,0.1,1203.32,East,Credit Card
ORD-10414,2025-07-14,CUST-0074,Customer 74,Furniture,Bookshelf,7,534.91,3744.37,0.0,1123.96,North,Credit Card
ORD-10415,2025-02-17,CUST-0049,Customer 49,Office Supplies,File Folder,5,12.02,57.1,0.05,24.88,South,Credit Card
ORD-10416,2025-10-09,CUST-0049,Customer 49,Electronics,Keyboard,3,265.07,755.45,0.05,149.14,North,Credit Card
ORD-10417,2025-09-10,CUST-0003,Customer 3,Accessories,USB Cable,7,160.33,1122.31,0.0,413.64,West,Credit Card
ORD-10418,2025-04-30,CUST-0056,Customer 56,Office Supplies,Notebook,1,38.81,32.99,0.15,14.31,West,Mobile Banking
ORD-10419,2025-12-05,CUST-0019,Customer 19,Electronics,Keyboard,2,500.37,950.7,0.05,199.27,South,Credit Card
ORD-10420,2025-02-17,CUST-0066,Customer 66,Accessories,USB Cable,6,90.43,542.58,0.0,199.51,East,Cash
ORD-10421,2025-06-22,CUST-0082,Customer 82,Furniture,Office Chair,2,373.96,598.34,0.2,181.33,North,Mobile Banking
ORD-10422,2025-12-05,CUST-0003,Customer 3,Electronics,Headphones,6,881.85,4761.99,0.1,899.07,West,Mobile Banking
ORD-10423,2025-05-02,CUST-0095,Customer 95,Electronics,Headphones,3,1116.91,3183.19,0.05,589.08,West,Credit Card
ORD-10424,2025-11-13,CUST-0120,Customer 120,Electronics,Monitor,7,82.17,517.67,0.1,102.09,South,Bank Transfer
ORD-10425,2025-07-28,CUST-0099,Customer 99,Furniture,Desk,5,168.85,759.82,0.1,226.73,West,Credit Card
ORD-10426,2025-08-03,CUST-0095,Customer 95,Electronics,Keyboard,3,533.97,1441.72,0.1,265.89,North,Debit Card
ORD-10427,2025-09-26,CUST-0011,Customer 11,Electronics,Keyboard,6,478.8,2585.52,0.1,528.58,North,Mobile Banking
ORD-10428,2025-05-18,CUST-0044,Customer 44,Accessories,Phone Case,3,40.32,120.96,0.0,44.65,West,Mobile Banking
ORD-10429,2025-11-14,CUST-0096,Customer 96,Accessories,Mouse,1,54.77,49.29,0.1,18.83,South,Mobile Banking
